day,hospital_id,cohort,arrivals
5,H5,c2,4
6,H5,c2,4
7,H5,c2,5
1,H5,c3,1
2,H5,c3,1
3,H5,c3,1
4,H5,c3,1
5,H5,c3,1
6,H5,c3,1
7,H5,c3,1
1,H5,c4,2
2,H5,c4,2
3,H5,c4,2
4,H5,c4,2
5,H5,c4,2
6,H5,c4,2
7,H5,c4,2
1,H6,c1,6
2,H6,c1,6
3,H6,c1,6
4,H6,c1,7
5,H6,c1,6
6,H6,c1,6
7,H6,c1,7
1,H6,c2,4
2,H6,c2,4
3,H6,c2,4
4,H6,c2,4
5,H6,c2,4
6,H6,c2,4
7,H6,c2,5
1,H6,c3,1
2,H6,c3,1
3,H6,c3,1
4,H6,c3,1
5,H6,c3,1
6,H6,c3,1
7,H6,c3,1
1,H6,c4,2
2,H6,c4,2
3,H6,c4,2
4,H6,c4,2
5,H6,c4,2
6,H6,c4,2
7,H6,c4,2
1,H7,c1,6
2,H7,c1,6
3,H7,c1,6
4,H7,c1,7
5,H7,c1,6
6,H7,c1,6
7,H7,c1,7
1,H7,c2,4
2,H7,c2,4
3,H7,c2,4
4,H7,c2,4
5,H7,c2,4
6,H7,c2,4
7,H7,c2,5
1,H7,c3,1
2,H7,c3,1
3,H7,c3,1
4,H7,c3,1
5,H7,c3,1
6,H7,c3,1
7,H7,c3,1
1,H7,c4,2
2,H7,c4,2
3,H7,c4,2
4,H7,c4,2
5,H7,c4,2
6,H7,c4,2
7,H7,c4,2
1,H8,c1,12
2,H8,c1,13
3,H8,c1,12
4,H8,c1,14
5,H8,c1,13
6,H8,c1,12
7,H8,c1,15
1,H8,c2,8
2,H8,c2,8
3,H8,c2,9
4,H8,c2,9
5,H8,c2,8
6,H8,c2,8
7,H8,c2,10
1,H8,c3,3
2,H8,c3,3
3,H8,c3,3
4,H8,c3,4
5,H8,c3,3
6,H8,c3,3
7,H8,c3,4
1,H8,c4,5
2,H8,c4,5
3,H8,c4,6
4,H8,c4,6
5,H8,c4,5
6,H8,c4,5
7,H8,c4,6
1,H9,c1,9
2,H9,c1,9
3,H9,c1,10
4,H9,c1,10
5,H9,c1,9
6,H9,c1,9
7,H9,c1,11
1,H9,c2,6
2,H9,c2,6
3,H9,c2,6
4,H9,c2,7
5,H9,c2,6
6,H9,c2,6
7,H9,c2,7
1,H9,c3,2
2,H9,c3,2
3,H9,c3,2
4,H9,c3,2
5,H9,c3,2
6,H9,c3,2
7,H9,c3,2
1,H9,c4,3
2,H9,c4,3
3,H9,c4,3
4,H9,c4,3
5,H9,c4,3
6,H9,c4,3
7,H9,c4,4
1,H10,c1,9
2,H10,c1,9
3,H10,c1,10
4,H10,c1,10
5,H10,c1,9
6,H10,c1,9
7,H10,c1,11
1,H10,c2,6
2,H10,c2,6
3,H10,c2,6
4,H10,c2,7
5,H10,c2,6
6,H10,c2,6
7,H10,c2,7
1,H10,c3,2
2,H10,c3,2
3,H10,c3,2
4,H10,c3,2
5,H10,c3,2
6,H10,c3,2
7,H10,c3,2
1,H10,c4,3
2,H10,c4,3
3,H10,c4,3
4,H10,c4,3
5,H10,c4,3
6,H10,c4,3
7,H10,c4,4
1,H11,c1,6
2,H11,c1,6
3,H11,c1,6
4,H11,c1,7
5,H11,c1,6
6,H11,c1,6
7,H11,c1,7
1,H11,c2,4
2,H11,c2,4
3,H11,c2,4
4,H11,c2,4
5,H11,c2,4
6,H11,c2,4
7,H11,c2,5
1,H11,c3,1
2,H11,c3,1
3,H11,c3,1
4,H11,c3,1
5,H11,c3,1
6,H11,c3,1
7,H11,c3,1
1,H11,c4,2
2,H11,c4,2
3,H11,c4,2
4,H11,c4,2
5,H11,c4,2
6,H11,c4,2
7,H11,c4,2
1,H12,c1,6
2,H12,c1,6
3,H12,c1,6
4,H12,c1,7
5,H12,c1,6
6,H12,c1,6
7,H12,c1,7
1,H12,c2,4
2,H12,c2,4
3,H12,c2,4
4,H12,c2,4
5,H12,c2,4
6,H12,c2,4
7,H12,c2,5
1,H12,c3,1
2,H12,c3,1
3,H12,c3,1
4,H12,c3,1
5,H12,c3,1
6,H12,c3,1
7,H12,c3,1
1,H12,c4,2
2,H12,c4,2
3,H12,c4,2
4,H12,c4,2
5,H12,c4,2
6,H12,c4,2
7,H12,c4,2
1,H13,c1,6
2,H13,c1,6
3,H13,c1,6
4,H13,c1,7
5,H13,c1,6
6,H13,c1,6
7,H13,c1,7
1,H13,c2,4
2,H13,c2,4
3,H13,c2,4
4,H13,c2,4
5,H13,c2,4
6,H13,c2,4
7,H13,c2,5
1,H13,c3,1
2,H13,c3,1
3,H13,c3,1
4,H13,c3,1
5,H13,c3,1
6,H13,c3,1
7,H13,c3,1
1,H13,c4,2
2,H13,c4,2
3,H13,c4,2
4,H13,c4,2
5,H13,c4,2
6,H13,c4,2
7,H13,c4,2
1,H14,c1,6
2,H14,c1,6
3,H14,c1,6
4,H14,c1,7
5,H14,c1,6
6,H14,c1,6
7,H14,c1,7
1,H14,c2,4
2,H14,c2,4
3,H14,c2,4
4,H14,c2,4
5,H14,c2,4
6,H14,c2,4
7,H14,c2,5
1,H14,c3,1
2,H14,c3,1
3,H14,c3,1
4,H14,c3,1
5,H14,c3,1
6,H14,c3,1
7,H14,c3,1
1,H14,c4,2
2,H14,c4,2
3,H14,c4,2
4,H14,c4,2
5,H14,c4,2
6,H14,c4,2
7,H14,c4,2
1,H15,c1,12
2,H15,c1,13
3,H15,c1,12
4,H15,c1,14
5,H15,c1,13
6,H15,c1,12
7,H15,c1,15
1,H15,c2,8
2,H15,c2,8
3,H15,c2,9
4,H15,c2,9
5,H15,c2,8
6,H15,c2,8
7,H15,c2,10
1,H15,c3,3
2,H15,c3,3
3,H15,c3,3
4,H15,c3,4
5,H15,c3,3
6,H15,c3,3
7,H15,c3,4
1,H15,c4,5
2,H15,c4,5
3,H15,c4,6
4,H15,c4,6
5,H15,c4,5
6,H15,c4,5
7,H15,c4,6
1,H16,c1,9
2,H16,c1,9
3,H16,c1,10
4,H16,c1,10
5,H16,c1,9
6,H16,c1,9
7,H16,c1,11
1,H16,c2,6
2,H16,c2,6
3,H16,c2,6
4,H16,c2,7
5,H16,c2,6
6,H16,c2,6
7,H16,c2,7
1,H16,c3,2
2,H16,c3,2
3,H16,c3,2
4,H16,c3,2
5,H16,c3,2
6,H16,c3,2
7,H16,c3,2
1,H16,c4,3
2,H16,c4,3
3,H16,c4,3
4,H16,c4,3
5,H16,c4,3
6,H16,c4,3
7,H16,c4,4
1,H17,c1,9
2,H17,c1,9
3,H17,c1,10
4,H17,c1,10
5,H17,c1,9
6,H17,c1,9
7,H17,c1,11
1,H17,c2,6
2,H17,c2,6
3,H17,c2,6
4,H17,c2,7
5,H17,c2,6
6,H17,c2,6
7,H17,c2,7
1,H17,c3,2
2,H17,c3,2
3,H17,c3,2
4,H17,c3,2
5,H17,c3,2
6,H17,c3,2
7,H17,c3,2
1,H17,c4,3
2,H17,c4,3
3,H17,c4,3
4,H17,c4,3
5,H17,c4,3
6,H17,c4,3
7,H17,c4,4
1,H18,c1,6
2,H18,c1,6
3,H18,c1,6
4,H18,c1,7
5,H18,c1,6
6,H18,c1,6
7,H18,c1,7
1,H18,c2,4
2,H18,c2,4
3,H18,c2,4
4,H18,c2,4
5,H18,c2,4
6,H18,c2,4
7,H18,c2,5
1,H18,c3,1
2,H18,c3,1
3,H18,c3,1
4,H18,c3,1
5,H18,c3,1
6,H18,c3,1
7,H18,c3,1
1,H18,c4,2
2,H18,c4,2
3,H18,c4,2
4,H18,c4,2
5,H18,c4,2
6,H18,c4,2
7,H18,c4,2
1,H19,c1,6
2,H19,c1,6
3,H19,c1,6
4,H19,c1,7
5,H19,c1,6
6,H19,c1,6
7,H19,c1,7
1,H19,c2,4
2,H19,c2,4
3,H19,c2,4
4,H19,c2,4
5,H19,c2,4
6,H19,c2,4
7,H19,c2,5
1,H19,c3,1
2,H19,c3,1
3,H19,c3,1
4,H19,c3,1
5,H19,c3,1
6,H19,c3,1
7,H19,c3,1
1,H19,c4,2
2,H19,c4,2
3,H19,c4,2
4,H19,c4,2
5,H19,c4,2
6,H19,c4,2
7,H19,c4,2
1,H20,c1,6
2,H20,c1,6
3,H20,c1,6
4,H20,c1,7
5,H20,c1,6
6,H20,c1,6
7,H20,c1,7
1,H20,c2,4
2,H20,c2,4
3,H20,c2,4
4,H20,c2,4
5,H20,c2,4
6,H20,c2,4
7,H20,c2,5
1,H20,c3,1
2,H20,c3,1
3,H20,c3,1
4,H20,c3,1
5,H20,c3,1
6,H20,c3,1
7,H20,c3,1
1,H20,c4,2
2,H20,c4,2
3,H20,c4,2
4,H20,c4,2
5,H20,c4,2
6,H20,c4,2
7,H20,c4,2
1,H21,c1,6
2,H21,c1,6
3,H21,c1,6
4,H21,c1,7
5,H21,c1,6
6,H21,c1,6
7,H21,c1,7
1,H21,c2,4
2,H21,c2,4
3,H21,c2,4
4,H21,c2,4
5,H21,c2,4
6,H21,c2,4
7,H21,c2,5
1,H21,c3,1
2,H21,c3,1
3,H21,c3,1
4,H21,c3,1
5,H21,c3,1
6,H21,c3,1
7,H21,c3,1
1,H21,c4,2
2,H21,c4,2
3,H21,c4,2
4,H21,c4,2
5,H21,c4,2
6,H21,c4,2
7,H21,c4,2
1,H22,c1,12
2,H22,c1,13
3,H22,c1,12
4,H22,c1,14
5,H22,c1,13
6,H22,c1,12
7,H22,c1,15
1,H22,c2,8
2,H22,c2,8
3,H22,c2,9
4,H22,c2,9
5,H22,c2,8
6,H22,c2,8
7,H22,c2,10
1,H22,c3,3
2,H22,c3,3
3,H22,c3,3
4,H22,c3,4
5,H22,c3,3
6,H22,c3,3
7,H22,c3,4
1,H22,c4,5
2,H22,c4,5
3,H22,c4,6
4,H22,c4,6
5,H22,c4,5
6,H22,c4,5
7,H22,c4,6
1,H23,c1,9
2,H23,c1,9
3,H23,c1,10
4,H23,c1,10
5,H23,c1,9
6,H23,c1,9
7,H23,c1,11
1,H23,c2,6
2,H23,c2,6
3,H23,c2,6
4,H23,c2,7
5,H23,c2,6
6,H23,c2,6
7,H23,c2,7
1,H23,c3,2
2,H23,c3,2
3,H23,c3,2
4,H23,c3,2
5,H23,c3,2
6,H23,c3,2
7,H23,c3,2
1,H23,c4,3
2,H23,c4,3
3,H23,c4,3
4,H23,c4,3
5,H23,c4,3
6,H23,c4,3
7,H23,c4,4
1,H24,c1,9
2,H24,c1,9
3,H24,c1,10
4,H24,c1,10
5,H24,c1,9
6,H24,c1,9
7,H24,c1,11
1,H24,c2,6
2,H24,c2,6
3,H24,c2,6
4,H24,c2,7
5,H24,c2,6
6,H24,c2,6
7,H24,c2,7
1,H24,c3,2
2,H24,c3,2
3,H24,c3,2
4,H24,c3,2
5,H24,c3,2
6,H24,c3,2
7,H24,c3,2
1,H24,c4,3
2,H24,c4,3
3,H24,c4,3
4,H24,c4,3
5,H24,c4,3
6,H24,c4,3
7,H24,c4,4
1,H25,c1,6
2,H25,c1,6
3,H25,c1,6
4,H25,c1,7
5,H25,c1,6
6,H25,c1,6
7,H25,c1,7
1,H25,c2,4
2,H25,c2,4
3,H25,c2,4
4,H25,c2,4
5,H25,c2,4
6,H25,c2,4
7,H25,c2,5
1,H25,c3,1
2,H25,c3,1
3,H25,c3,1
4,H25,c3,1
5,H25,c3,1
6,H25,c3,1
7,H25,c3,1
1,H25,c4,2
2,H25,c4,2
3,H25,c4,2
4,H25,c4,2
5,H25,c4,2
6,H25,c4,2
7,H25,c4,2
